Client ID,,Legal Name,Client Name,Branch,Last Contact,Client Type,Industry Sectors,Phone,Account Manager,Handler,
1687,,,Albany Senior High School,WA GT,06/02/2023,Archived,1687,898410444,Andrew Penson,Andrew Penson,
3249,,St Claire Holdings Pty Ltd & Cunliffe Holdings Pty Ltd,Albany Windows,WA GT,23/10/2020,Archived,3249,898417922,,,
728,,,All Fixed Electrical Pty Ltd,WA GT,23/03/2022,Archived,,409759799,Kevin Presenza,Kevin Presenza,
6375,,,All Go Electrics,WA GT,30/03/2022,Archived,6375,0411 474 929,,,
2224,,All Star Carpentry,All Star Carpentry,WA GT,23/03/2022,Archived,2224,400600340,,,
759,,,Amity Electrical Services Pty Ltd,WA GT,20/02/2018,Archived,759,408092676,Kevin Presenza,Kevin Presenza,
2550,,AKM SUNRISE ELECTRICAL GROUP PTY LTD,"AMPS """"N"""" VOLTS",WA GT,23/06/2023,Archived,2550,447874773,Chloe Woodgate,Kevin Presenza,
3154,,Andrew Fisher Carpentry,Andrew Fisher Carpentry,WA GT,23/03/2022,Archived,3154,,,,
730,,Indelicato Antonio & Angelina,Antonio Indelicato,WA GT,21/04/2021,Archived,,405127173,,,
9889,,,apm,WA GT,,Archived,,,,,
10011,,,apm,WA GT,,Archived,,,,,
10055,,,apm,WA GT,,Archived,,,,,
3435,,Bunbury Water Corporation,Aqwest,WA GT,17/01/2020,Archived,3435,897809526,,,
5709,,Armart (WA) Pty Ltd,Armart (WA) Pty Ltd,WA GT,09/08/2021,Archived,,,Tony Del Borello,Tony Del Borello,
2277,,ARMINDO TILING SERVICES,Armindo Tiling Services (GT),WA GT,09/09/2021,Archived,2277,413734851,Amie Atkinson,Goran Mirosevic,
1512,,,ASER Contracts,WA GT,09/08/2021,Archived,,481538913,Paul Bird,Paul Bird,
4005,,Ashley Laing,Ashley Laing,WA GT,,Archived,4005,427409378,Andrew Penson,Andrew Penson,
1795,,Asset Builders WA PTY LTD,Asset Builders WA (GT),WA GT,23/03/2022,Archived,1795,419956900,,,
2375,,J Endicott Trust,Associated Electrical & Maintenance Services,WA GT,03/07/2023,Archived,2375,894174772,,,
9922,,,atwork,WA GT,,Archived,,,,,
10056,,,atwork,WA GT,,Archived,,,,,
7495,,AUSPAN GROUP,Auspan GT,WA GT,27/07/2020,Archived,,1300271220,Andrew Penson,Andrew Penson,
2141,,Australian Post Tensioning Pty Ltd,AusPT (GT),WA GT,03/10/2018,Archived,,297024557,Tony Del Borello,Tony Del Borello,
2168,,Desmond Family Trust,Aussie Sheds Group,WA GT,27/08/2020,Archived,2168,08 9964 6911,Amie Atkinson,Amie Atkinson,
4897,,Austin Spencer Carpentry,Austin Spencer Carpentry,WA GT,23/03/2022,Archived,4897,,,,
722,,Australian Architect Constructions Pty Ltd,Australian Architect Constructions Pty Ltd,WA GT,23/03/2022,Archived,722,894077779,,,
3881,,S & N Jones Family Trust,AusTrowel,WA GT,20/04/2023,Archived,,0439 971 234,,Natasha Nardone,
741,,,Auswork Bricklaying Services,WA GT,23/03/2022,Archived,,414620988,Wayne Hancock,Wayne Hancock,
2606,,Pledge Holdings Pty Ltd,Auto Elite,WA GT,28/05/2021,Archived,2606,9928611,Amie Atkinson,Amie Atkinson,
43,,,Avant Electrical Services,WA GT,09/08/2021,Archived,43,893613493,Kevin Presenza,,
734,,,Avant Electrical Services,WA GT,,Archived,,893613493,Kevin Presenza,Kevin Presenza,
2054,,Trefel Pty Ltd & Chelasa Pty Ltd,AWP Group,WA GT,06/04/2022,Archived,,896352000,Charlotte Sutton,,
1742,,Axis Plumbing Services WA Pty Ltd,Axis Plumbing (GT),WA GT,21/01/2022,Archived,1742,08 94175133,Paul Bird,Paul Bird,
9762,,The Zerkani Family Trust,AzCom Electrics,WA GT,27/06/2023,Archived,9762,0400 501 618,Monika Southern,Mark Howe,
1517,,,B C Aggiss Roof Carpentry,WA GT,09/08/2021,Archived,,894776881,Tony Del Borello,Tony Del Borello,
3627,,B Cameron Carpentry,B Cameron Carpentry Pty Ltd,WA GT,31/08/2020,Archived,3627,,Chloe Woodgate,Paul Bird,
2462,,B J Hall Carpentry,B J Hall Carpentry,WA GT,09/08/2021,Archived,,,Paul Bird,Paul Bird,
5293,,B&P CARPENTRY,B&P Carpentry,WA GT,23/03/2022,Archived,5293,,,,
711,,Brett Collins family Trust,BA Collins Carpentry Contractors,WA GT,06/04/2022,Archived,711,893398439,,,
712,,,BA Roofing,WA GT,09/08/2021,Archived,712,434630412,Paul Bird,Paul Bird,
3314,,Balance Carpentry Pty Ltd,Balance Carpentry Pty Ltd,WA GT,04/06/2020,Archived,3314,,Chloe Woodgate,Paul Bird,
3199,,AB Electrical pty Ltd,Banks Electrical,WA GT,26/07/2023,Archived,3199,,Monika Southern,,
1689,,,Barry Manester,WA GT,03/08/2017,Archived,,419886932,Andrew Penson,Andrew Penson,
33,,,Basilio Testa,WA GT,09/08/2021,Archived,33,0413 534 375,Tony Harvey,Tony Harvey,
6475,,,Batavia Coral Farm,WA GT,16/04/2020,Archived,6475,0408 950 107,Amie Atkinson,Amie Atkinson,
713,,,BathroomWest PTY LTD,WA GT,,Archived,,894066400,,,
714,,BE & SD Construction,BE & SD Construction,WA GT,23/03/2022,Archived,714,418880958,,,
602,,Benjamin Marc Schmidt,Benjamin Marc Schmidt,WA GT,23/03/2022,Archived,,0438 442 655,Tony Del Borello,Tony Del Borello,
10110,,Mutual Marketplace Pty Ltd,Beyond Bank/Mutual Marketplace,WA GT,16/06/2022,Archived,10110,07 3139 0319,Monika Southern,Murray Wilson,
3781,,BGC Contracting,BGC Contracting-GT,WA GT,23/03/2022,Archived,3781,,,,
9613,,BGIS PTY Ltd,BGIS- PER,WA GT,21/12/2021,Archived,,,,Murray Wilson,
2791,,,Big Red Carpentry,WA GT,23/03/2022,Archived,2791,,Chloe Woodgate,,
2236,,Rick Douglas Sanders,Big Wood Carpentry,WA GT,23/03/2022,Archived,2236,400789652,Paul Bird,Paul Bird,
9215,,The RL & KR Thomson Trust,BK Thomson Electrical Services GT,WA GT,27/06/2023,Archived,9215,429859106,,,
2290,,Black Ant Projects Pty Ltd,Black Ant Projects,WA GT,06/04/2022,Archived,2290,892254609,Tony Del Borello,Tony Del Borello,
717,,Blackford Plastering Contractors,Blackford Plastering Contractors,WA GT,23/03/2022,Archived,717,418912948,,,
716,,,Blaine Skinner,WA GT,09/08/2021,Archived,,428866522,Wayne Hancock,Wayne Hancock,
7383,,,Blu Electrical,WA GT,24/01/2020,Archived,,,,,
3871,,Express Fixing Pty Ltd,Boss Carpentry WA,WA GT,23/03/2022,Archived,3871,,,,
1690,,,Bouwman Constructions,WA GT,24/07/2017,Archived,1690,898482227,Andrew Penson,Andrew Penson,
1691,,Breaksea Electrical,Breaksea Electrical PL,WA GT,17/09/2021,Archived,1691,0419 300 034,,,
8008,,Brett Mather Carpentry,Brett Mather Carpentry,WA GT,06/04/2022,Archived,8008,,,,
1975,,Brett Rice,Brett Rice,WA GT,19/06/2020,Archived,1975,418820088,,,
718,,,Brickfix WA,WA GT,09/08/2021,Archived,,405833402,Daniel Vidovich,Jeff Williams,
1656,,,Brinks Electrical,WA GT,09/08/2021,Archived,,412916549,Kevin Presenza,Kevin Presenza,
6849,,Bubbles Plumbing and Gas Pty Ltd,Bubbles Plumbing and Gas Pty Ltd,WA GT,08/06/2021,Archived,6849,0429 361 391,Amie Atkinson,Amie Atkinson,
1978,,D.J Buckley & M.M Horner,Buckley and Sons Bricklaying,WA GT,03/05/2017,Archived,1978,417959936,,,
3699,,,Budo Group,WA GT,28/09/2021,Archived,3699,,Chloe Woodgate,,
2498,,Bullet Proof Carpentry and Roofing,Bullet Proof Carpentry and Roofing,WA GT,06/04/2022,Archived,2498,,Chloe Woodgate,Paul Bird,
9950,,A.P HINDS & S.L HINDS,Busselton Equipment Hire,WA GT,28/01/2022,Archived,,08 9752 4600,Monika Southern,,
7843,,J NIEBIESZCZANSKI & M.S NIEBIESZCZANSKI,By The Book Bricklaying Contractors,WA GT,23/03/2022,Archived,,,Daniel Vidovich,Tony Del Borello,
2933,,C and J Licastro Carpentry,C&J Licastro Carpentry,WA GT,10/02/2022,Archived,2933,,Amie Atkinson,Amie Atkinson,
746,,CABLELOGIC,Cable Logic Pty Ltd / TEMPO,WA GT,30/06/2019,Archived,746,09 9460 1531,,,
747,,Cable8 Electrical Communications Pty Ltd,Cable8 Electrical Communications,WA GT,28/06/2023,Archived,747,892278800,Kevin Presenza,Kevin Presenza,
2444,,Callan Stephen Jessop,Callan Stephen Jessop,WA GT,09/08/2021,Archived,2444,430262797,Tony Del Borello,Tony Del Borello,
2036,,Callum Robert Blewett,Callum Blewett,WA GT,21/05/2018,Archived,2036,423298899,,,
2231,,"CALVIN""S CARPENTRY",CALVINS CARPENTRY,WA GT,10/06/2020,Archived,2231,422816946,Paul Bird,Paul Bird,
2055,,CAP ROOFING,Cap Roofing Pty Ltd,WA GT,18/10/2018,Archived,2055,412476908,Tony Del Borello,Tony Del Borello,
1898,,Capel Bricklaying Contractors,Capel Bricklaying Contractors,WA GT,21/05/2018,Archived,1898,418572132,,,
2393,,Capella Constructions Pty Ltd,Capella Constructions Pty Ltd,WA GT,23/03/2022,Archived,2393,0438 980 091,Paul Bird,Paul Bird,
1531,,,Capital Recycling,WA GT,23/03/2022,Archived,,892794599,Charlotte Sutton,,
4807,,Carnarvon Community College,Carnarvon Community College,WA GT,02/07/2020,Archived,4807,08 9941 6000,Amie Atkinson,Amie Atkinson,
2993,,Carpentry WA Pty Ltd,Carpentry WA Pty Ltd-GT,WA GT,23/03/2022,Archived,2993,,,,
608,,C.A.S.C. CONSTRUCTIONS PTY. LTD.,CASC (Perth GT),WA GT,23/03/2022,Archived,608,894782922,Paul Bird,Paul Bird,
742,,BA Mence & CL Mence,CBM Carpentry,WA GT,03/02/2023,Archived,742,893046380,Caris Aziz,Goran Mirosevic,
3208,,CC West Pty Ltd,CC West Pty Ltd,WA GT,28/09/2023,Archived,3208,404308346,Goran Mirosevic,Goran Mirosevic,
824,,,CDM Carpentry Pty Ltd,WA GT,14/09/2022,Archived,,438963908,Monika Southern,,
4063,,Centurion Transport CO PTY LTD,Centurion Transport CO PTY LTD - GT,WA GT,06/04/2021,Archived,4063,,,,
2113,,CGS ENGINEERS PTY LTD,CGS Engineers (GT),WA GT,25/09/2020,Archived,2113,898311426,,,
4823,,Chalky's Old Skool Garage GT,Chalky's Old Skool Garage GT,WA GT,05/12/2018,Archived,,0452 442 654,,Paul Bird,
3102,,Character Living Pty Ltd,Character Living-GT,WA GT,24/03/2022,Archived,3102,,Chloe Woodgate,,
2114,,,Chatswood Carpentry GT,WA GT,25/01/2018,Archived,2114,429448524,Andrew Penson,Andrew Penson,
5851,,Chris Da Silva,Chris Da Silva,WA GT,24/10/2022,Archived,5851,,,Murray Wilson,
1527,,Christopher Giblett,Chris Giblett,WA GT,24/03/2022,Archived,1527,404366228,,,
1574,,,Chris Long Carpentry,WA GT,09/08/2021,Archived,,422756377,Paul Bird,Paul Bird,
1573,,CHUDITCH (WA) PTY LTD,Chuditch (Perth GT),WA GT,24/03/2022,Archived,,893362373,Chloe Woodgate,Chloe Woodgate,
2171,,City in Colour Painting and Decorating,City in Colour Painting & Decorating,WA GT,08/06/2021,Archived,2171,0475 915 911,Amie Atkinson,Amie Atkinson,
6745,,Classic Cabinetry (WA) Pty Ltd,Classic Cabinetry (WA) Pty Ltd,WA GT,19/11/2019,Archived,6745,9844 3999,Andrew Penson,Andrew Penson,
1823,,,Clay Townsend,WA GT,09/08/2021,Archived,,417092587,Paul Bird,Paul Bird,
1556,,The trustee for LD Ouwendyk Trust,Clever Carpentry,WA GT,04/08/2021,Archived,1556,439929353,,Goran Mirosevic,
5459,,Clutha Nominees Pty Ltd,Clutha Nominees,WA GT,24/03/2022,Archived,5459,0419 969 604,Chloe Woodgate,,
10573,,CMF Carpentry and Construction,CMF Carpentry and Construction,WA GT,17/06/2023,Archived,,0439 251 181,Caris Aziz,Goran Mirosevic,
2395,,The Trustee for Dunn Family Trust,Coastal Life Construction,WA GT,24/03/2022,Archived,2395,459660404,Tony Harvey,Tony Harvey,
5364,,Cockburn Group Pty Ltd,Cockburn Electrical Company,WA GT,17/03/2022,Archived,5364,(08) 9418 1427,Chloe Woodgate,Kevin Presenza,
8559,,Colab Constructions Pty Ltd,Colab Constructions,WA GT,14/07/2020,Archived,,0439 525 545,Andrew Penson,Debbie Stone,
1507,,,Colins Bricklaying,WA GT,09/08/2021,Archived,,468561018,Tony Del Borello,,
10913,,,ComAp Pty Ltd,WA GT,05/04/2023,Archived,,,Monika Southern,,
2398,,Ponte Diavolo P/L,Command Labour Service GT,WA GT,18/10/2019,Archived,2398,08 9444 0231,Andrew Penson,Andrew Penson,
766,,,Commelec Pty Ltd,WA GT,09/08/2021,Archived,,895245733,Kevin Presenza,Kevin Presenza,
599,,,Commercial and Residential Carpenters,WA GT,09/08/2021,Archived,,0449 881 854,Paul Bird,Paul Bird,
11058,,COMO HOTELS & RESORTS (AUSTRALIA) PTY LTD,Como - The Treasury,WA GT,,Archived,,861687888,Murray Wilson,,
3867,,Complete Consulting Services WA Pty Ltd,Complete Consulting Services WA,WA GT,11/06/2020,Archived,3867,,Tony Del Borello,Tony Del Borello,
2487,,Complete Electrical Energy Solutions Pty Ltd,Complete Energy Solutions (GT),WA GT,27/06/2023,Archived,2487,0420 819 850,Chloe Woodgate,Kevin Presenza,
1884,,Complex Ceilings Pty Ltd,Complex Ceilings Pty Ltd GT,WA GT,24/03/2022,Archived,1884,419045674,,,
1994,,,Complex Roofing & Maintenance,WA GT,24/03/2022,Archived,,94592414,Tony Del Borello,Tony Del Borello,
748,,J A Curtis Pty Ltd,Comspark (GT),WA GT,27/06/2023,Archived,748,863367210,Kevin Presenza,Kevin Presenza,
6335,,Treeview Holdings Pty Ltd,Concept Cabling Services - GT,WA GT,27/06/2023,Archived,6335,892278500,,,
2169,,LLEWYN MICHEAL CONNOLLY,Connolly Creative Building Co,WA GT,14/06/2021,Archived,2169,429105785,Amie Atkinson,Amie Atkinson,
1549,,,Construction Carpentry,WA GT,09/08/2021,Archived,,401685778,,,
2188,,The trustee for The Conway Family Trust,Conway WA Pty Ltd,WA GT,13/02/2020,Archived,2188,08 9964 9283,Amie Atkinson,Amie Atkinson,
2377,,Coral Coast Homes WA Pty Ltd,Coral Coast Homes WA Pty Ltd,WA GT,14/06/2021,Archived,2377,08 9964 3330,Amie Atkinson,Amie Atkinson,
737,,"LETCH, COREY JOHN",Corey John Letch (GT),WA GT,24/03/2022,Archived,737,437776626,,,
2126,,,Corfield Roofing - Leathley Trust,WA GT,24/03/2022,Archived,2126,893989553,Tony Harvey,Tony Harvey,
9349,,"CLOHESSY, JARRAD R S",Countrywide Carpentry Services,WA GT,01/10/2020,Archived,9349,0406 724 436,Goran Mirosevic,Goran Mirosevic,
4967,,Cowaramup Auto Tech,Cowaramup Auto Tech,WA GT,22/08/2019,Archived,4967,,Laura Grogan,Laura Grogan,
2739,,Cowcher Carpentry,Cowcher Carpentry,WA GT,15/08/2017,Archived,2739,415139962,Andrew Penson,Andrew Penson,
2267,,Craig R Hampson,Craig R Hampson,WA GT,24/03/2022,Archived,2267,418954721,,,
5859,,Creed Carpentry WA Pty Ltd,Creed Carpentry,WA GT,24/03/2022,Archived,5859,,Chloe Woodgate,,
2725,,Crothers Construction Pty Ltd,Crothers Construction-GT,WA GT,05/01/2023,Archived,2725,08 9964 2700,Amie Atkinson,Amie Atkinson,
3286,,Crown Construction Services Unit Trust,Crown Construction Services PTY LTD,WA GT,19/09/2022,Archived,3286,08 9443 9711,,Goran Mirosevic,
896,,Cubic Interiors Pty Ltd,Cubic Interiors,WA GT,,Archived,,08 6212 5000,,,
1785,,Custom Balustrading Pty Ltd,Custom Timber Works,WA GT,07/08/2020,Archived,1785,412902337,Goran Mirosevic,Goran Mirosevic,
2283,,,D & K Puls Pty Ltd (GT),WA GT,12/10/2017,Archived,,439423337,Andrew Penson,Andrew Penson,
594,,,D & L Plastering,WA GT,09/08/2021,Archived,,419939748,Tony Harvey,Tony Harvey,
2237,,Gates Family Trust T/A D & S Ceilings,D & S Ceilings,WA GT,09/08/2021,Archived,,404097588,,,
9125,,I and DM Pickersgill Carpentry,D.M PICKERSGILL & I PICKERSGILL,WA GT,19/06/2021,Archived,9125,409821155,Jodie Cleverly,,
1885,,Daly & Shaw Builders Pty Ltd,Daly & Shaw Builders Pty Ltd,WA GT,24/03/2022,Archived,1885,94973484,Paul Bird,Paul Bird,
1546,,,Daniel Chidlow Carpentry,WA GT,09/08/2021,Archived,,,Tony Del Borello,Tony Del Borello,
1845,,"JEFFREY, DANIEL JAMES",Daniel James Jeffrey,WA GT,09/08/2021,Archived,1845,409100713,Tony Del Borello,Tony Del Borello,
1575,,,Darren James Bricklaying Pty Ltd,WA GT,09/08/2021,Archived,,404954580,Wayne Hancock,Wayne Hancock,
4644,,Darryl Robinson Plumbing,Darryl Robinson Plumbing,WA GT,09/11/2018,Archived,4644,407413973,Andrew Penson,Andrew Penson,
2354,,,David Bruning,WA GT,02/04/2017,Archived,2354,0408 940 806,Andrew Penson,Andrew Penson,
2163,,Dawn Contracting Pty Ltd,Dawn Contracting Pty Ltd,WA GT,13/02/2020,Archived,2163,408943691,Amie Atkinson,Amie Atkinson,
2223,,,DBM Carpentry,WA GT,09/08/2021,Archived,,420410126,Tony Del Borello,Tony Del Borello,
6286,,Jason Gradus Polman,DC Carpentry & Home Maintenance,WA GT,24/03/2022,Archived,6286,412999602,Chloe Woodgate,,
1856,,DCL Contracting Group Pty Ltd,DCL Contracting Group Pty Ltd,WA GT,24/03/2022,Archived,1856,434331112,Paul Bird,Paul Bird,
2432,,DESIGN & CONSTRUCT MECHANICAL SERVICES PTY. LTD.,DCM Services (Perth GT),WA GT,27/06/2023,Archived,2432,0435 969 298,Chloe Woodgate,Kevin Presenza,
9463,,Delaporte Constructions Pty Ltd,Delaporte Constructions Pty Ltd,WA GT,02/02/2021,Archived,9463,401917728,,Goran Mirosevic,
2459,,Devine Carpentry Pty Ltd,Devine Carpentry Pty Ltd,WA GT,24/03/2022,Archived,2459,0450 983 293,Chloe Woodgate,Paul Bird,
2839,,,Devpro Unit Developments,WA GT,15/01/2019,Archived,2839,0498 882 221,Amie Atkinson,Amie Atkinson,
1672,,,Dextel,WA GT,09/08/2021,Archived,,414464675,Kevin Presenza,Kevin Presenza,
2210,,"Price, David Gareth",DGP Building Services,WA GT,24/03/2022,Archived,2210,411026038,Wayne Hancock,Wayne Hancock,
1908,,Dingo Contractors Pty Ltd,Dingo Contractors Pty Ltd,WA GT,11/06/2020,Archived,1908,407512820,Tony Del Borello,Tony Del Borello,
2166,,CM SEPPALA & JD SEPPALA,DJ & CM Seppala,WA GT,03/06/2020,Archived,2166,899231119,Amie Atkinson,Amie Atkinson,
2400,,,DJL Electrical,WA GT,28/06/2023,Archived,2400,0408 239 142,Andrew Penson,Andrew Penson,
2374,,The Trustee for BROOKLAND FAMILY TRUST,D-Lux Interiors Custom Carpentry,WA GT,30/11/2022,Archived,2374,412557216,,Christopher Moore,
498,,,DM & GR Hutchin,WA GT,09/08/2021,Archived,498,0478 620 013,Wayne Hancock,,
1661,,Mellidis Constructions,DnJ Carpentry,WA GT,06/01/2021,Archived,1661,410991818,,,
3704,,Cumbertronics Pty Ltd,Dongara Drilling & Electrical,WA GT,08/07/2020,Archived,3704,,Amie Atkinson,Amie Atkinson,
4106,,,D-Trans,WA GT,11/02/2019,Archived,4106,,Amie Atkinson,Amie Atkinson,
2258,,The Trustee for L & D Dixon Family Trust,DXN BRICKLAYING,WA GT,09/08/2021,Archived,2258,430059721,Wayne Hancock,Wayne Hancock,
5135,,Dynamic Group Communication & Electrical,Dynamic Group Communication & Electrical,WA GT,24/03/2022,Archived,5135,9571 0022,,,
3100,,Dynamite Concrete Pty Ltd,Dynamite Concrete Pty Ltd,WA GT,08/05/2020,Archived,3100,,,,
2069,,The Trustee for Dyson Contracting Trust,Dyson Contracting,WA GT,28/09/2021,Archived,2069,438903975,Tony Del Borello,Tony Del Borello,
1532,,E & M Electrical Pty Ltd,E & M Electrical GT,WA GT,28/06/2023,Archived,1532,415942820,,,
1544,,,E.M.S Construction,WA GT,,Archived,,435476835,Tony Harvey,,
2167,,Eastough Constructions Unit Trust,Eastough Construction,WA GT,13/02/2020,Archived,2167,899218457,Amie Atkinson,Amie Atkinson,
592,,ECR Australia Pty Ltd,ECR Australia (Perth GT),WA GT,28/06/2023,Archived,592,0437 423 528,Kevin Presenza,Kevin Presenza,
2185,,Effex Tiling,Effex Tiling,WA GT,24/03/2022,Archived,2185,421119016,,,
6136,,The trustee for Lightman Family TrustElectronica home theatre installations,Electronica Automation,WA GT,28/06/2023,Archived,6136,419908344,,Mark Howe,
1844,,,Electrotech Cabling Solutions,WA GT,09/08/2021,Archived,,419785850,Kevin Presenza,Kevin Presenza,
1614,,,Element Plumbing & Gas GT,WA GT,24/03/2022,Archived,1614,439099048,Tony Harvey,Tony Harvey,
6848,,Elite Decking & Carpentry,Elite Decking & Carpentry,WA GT,22/01/2021,Archived,6848,405556250,,Goran Mirosevic,
724,,"Pengilly, Chayse Harding",Elite Electrical,WA GT,09/08/2021,Archived,724,438669696,Kevin Presenza,Kevin Presenza,
2161,,Elite Electrical Contracting Pty Ltd,Elite Electrical Contracting Pty Ltd,WA GT,31/12/2021,Archived,2161,899214061,Amie Atkinson,Amie Atkinson,
2358,,Santa Cruz (WA) Pty Ltd,Empire Catering & Events (GT Perth),WA GT,09/08/2021,Archived,,,Chloe Woodgate,Chloe Woodgate,
1792,,"Brasier, Peter Gerard",Endeavour Ceilings,WA GT,24/03/2022,Archived,1792,894433083,Tony Del Borello,Tony Del Borello,
532,,BK & KL SCRIVEN PTY LTD,Endurance Carpentry,WA GT,23/04/2021,Archived,532,439923221,Paul Bird,Paul Bird,
2228,,Ernie Van Dongen,Ernie Van Dongen,WA GT,09/08/2021,Archived,2228,423980558,,,
1582,,Ertech Pty Ltd,Ertech,WA GT,09/08/2021,Archived,,893026666,Charlotte Sutton,,
6404,,Erudition Electrical Solutions Pty ltd,Erudition Electrical Solutions,WA GT,24/03/2022,Archived,6404,416285916,Chloe Woodgate,Kevin Presenza,
5850,,Acrebay Pty Ltd,Essential Cabling,WA GT,27/06/2023,Archived,5850,894141961,,,
3529,,Collee Investments P/L,Essential Refrigeration Services - GT,WA GT,28/06/2023,Archived,3529,95820336,Chloe Woodgate,,
9885,,"ESSLEMONT, DANIEL",Esslemont Electrical,WA GT,28/06/2023,Archived,9885,0424 166 123,Monika Southern,Mark Howe,
2259,,EVA'BUILT CONSTRUCTION,Eva'Built Constructions,WA GT,24/03/2022,Archived,2259,407445317,,,
2262,,Evolution Building Pty Ltd,Evolution Building Pty Ltd,WA GT,24/03/2022,Archived,2262,408008075,Paul Bird,Paul Bird,
1552,,,Ewen Construction PTY LTD,WA GT,24/03/2022,Archived,,438700803,Tony Del Borello,Tony Del Borello,
516,,T Bridges & D.S Schachner,F.B.F Bricklaying,WA GT,24/03/2022,Archived,516,0422 654 052,Wayne Hancock,Wayne Hancock,
2757,,FAIRBRIDGE WESTERN AUSTRALIA INC,Fairbridge Western Australia-GT,WA GT,24/03/2022,Archived,2757,,Chloe Woodgate,,
1819,,,FCL Construction Pty Ltd,WA GT,10/08/2021,Archived,,94545237,Wayne Hancock,Wayne Hancock,
